ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V10548,VL,26137.0,46.9,4.0,0.0,374.0,autoroute,29.7,aucun,0.0,0.0,0.0
V10549,VUL,3414.0,93.8,1.0,0.0,346.0,urbain,35.2,faible,0.0,0.0,0.0
V10550,VL,21448.0,70.6,4.0,0.0,84.0,urbain,7.3,aucun,1.0,0.0,0.0
V10551,PL,5882.0,61.0,2.0,3.0,363.0,urbain,13.0,aucun,0.0,0.0,0.0
V10552,VL,82574.0,24.1,9.0,1.0,382.0,rural,31.9,élevé,0.0,0.0,0.0
V10553,VL,147526.0,27.1,,1.0,120.0,autoroute,5.0,aucun,0.0,0.0,1.0
V10554,PL,3753.0,67.0,0.0,2.0,128.0,urbain,7.1,aucun,1.0,0.0,1.0
V10555,VL,155182.0,,16.0,0.0,5.0,rural,16.1,élevé,0.0,0.0,1.0
V10556,VL,36967.0,85.3,3.0,0.0,333.0,autoroute,21.5,aucun,0.0,0.0,0.0
V10557,VL,17802.0,56.0,2.0,2.0,182.0,autoroute,32.7,faible,0.0,0.0,1.0
V10558,VUL,3998.0,141.1,1.0,0.0,37.0,urbain,18.5,élevé,0.0,0.0,1.0
V10559,VUL,34719.0,117.7,3.0,1.0,115.0,urbain,15.1,aucun,0.0,0.0,0.0
V10560,VUL,79119.0,55.5,8.0,1.0,101.0,urbain,22.5,aucun,1.0,0.0,0.0
V10561,VL,61393.0,57.3,6.0,0.0,7.0,autoroute,23.8,aucun,0.0,0.0,1.0
V10562,VL,2576.0,84.9,0.0,1.0,217.0,autoroute,23.5,aucun,0.0,0.0,0.0
V10563,VL,3784.0,102.6,1.0,1.0,206.0,rural,18.6,aucun,1.0,,0.0
V10564,VL,25781.0,19.0,2.0,0.0,77.0,urbain,4.4,faible,0.0,0.0,0.0
V10565,VL,17498.0,15.3,1.0,1.0,367.0,urbain,12.7,aucun,0.0,0.0,0.0
V10566,VL,13223.0,44.4,,1.0,54.0,urbain,31.4,aucun,0.0,1.0,0.0
V10567,VL,16495.0,74.6,2.0,1.0,303.0,rural,21.5,aucun,0.0,0.0,0.0
V10568,PL,81350.0,72.4,9.0,2.0,227.0,urbain,17.4,aucun,0.0,0.0,1.0
V10569,VL,132414.0,86.7,15.0,0.0,87.0,urbain,28.9,faible,0.0,0.0,0.0
V10570,VL,25968.0,30.0,2.0,1.0,9.0,autoroute,11.0,aucun,0.0,0.0,1.0
V10571,VUL,118282.0,,11.0,0.0,307.0,urbain,18.2,faible,1.0,0.0,1.0
V10572,VL,19393.0,81.5,4.0,0.0,289.0,,21.1,aucun,,0.0,0.0
V10573,VUL,32354.0,39.3,6.0,0.0,163.0,urbain,16.5,aucun,0.0,0.0,1.0
V10574,PL,12811.0,9.5,2.0,2.0,238.0,autoroute,20.8,,0.0,0.0,0.0
V10575,PL,51148.0,63.6,7.0,,316.0,,18.5,aucun,1.0,0.0,0.0
V10576,VL,193116.0,79.8,19.0,1.0,143.0,autoroute,8.8,aucun,0.0,0.0,1.0
V10577,PL,,56.9,6.0,1.0,334.0,urbain,,,,0.0,0.0
V10578,VL,22143.0,48.6,3.0,0.0,17.0,autoroute,9.4,élevé,0.0,0.0,0.0
V10579,VL,52180.0,56.0,7.0,,70.0,,21.3,aucun,0.0,1.0,0.0
V10580,VL,6557.0,50.7,0.0,1.0,174.0,rural,31.0,élevé,1.0,1.0,1.0
V10581,PL,109757.0,26.3,11.0,2.0,,autoroute,17.8,aucun,0.0,1.0,1.0
V10582,VL,34966.0,42.1,4.0,0.0,287.0,urbain,10.6,aucun,0.0,0.0,
V10583,VL,29832.0,73.0,5.0,2.0,,urbain,19.0,aucun,0.0,0.0,1.0
V10584,VUL,44078.0,68.0,5.0,0.0,338.0,urbain,13.3,aucun,0.0,0.0,0.0
V10585,VL,49012.0,64.2,4.0,0.0,247.0,rural,24.8,faible,0.0,0.0,1.0
V10586,VL,3724.0,35.1,3.0,0.0,192.0,autoroute,18.8,aucun,0.0,0.0,0.0
V10587,VL,57382.0,55.5,5.0,1.0,324.0,autoroute,33.7,aucun,0.0,0.0,0.0
V10588,VL,13849.0,5.6,1.0,0.0,305.0,urbain,29.3,aucun,1.0,0.0,0.0
V10589,VL,62579.0,64.5,8.0,1.0,267.0,urbain,18.8,aucun,0.0,0.0,0.0
V10590,VL,86449.0,95.7,9.0,0.0,203.0,urbain,25.7,faible,1.0,0.0,0.0
V10591,VUL,81471.0,23.1,8.0,0.0,340.0,rural,16.9,aucun,0.0,0.0,1.0
V10592,VL,40204.0,45.4,4.0,2.0,,urbain,20.3,faible,0.0,0.0,0.0
V10593,VL,36716.0,68.2,4.0,0.0,57.0,autoroute,17.1,aucun,0.0,0.0,0.0
V10594,PL,7708.0,,1.0,0.0,338.0,urbain,,élevé,0.0,0.0,0.0
V10595,VL,74659.0,48.8,10.0,0.0,200.0,urbain,31.5,faible,0.0,0.0,0.0
V10596,,15832.0,42.7,2.0,,111.0,autoroute,26.4,aucun,0.0,0.0,0.0
V10597,VL,,10.8,5.0,0.0,127.0,urbain,27.4,aucun,0.0,1.0,1.0
V10598,VL,16722.0,62.6,1.0,1.0,35.0,urbain,27.4,élevé,0.0,1.0,0.0
V10599,VL,7183.0,111.1,2.0,2.0,233.0,urbain,24.4,aucun,0.0,1.0,1.0
V10600,VL,49652.0,66.9,5.0,1.0,309.0,urbain,10.9,faible,0.0,,0.0
V10601,VL,,59.4,0.0,,46.0,autoroute,33.6,aucun,0.0,0.0,0.0
V10602,VL,69044.0,,7.0,2.0,114.0,rural,34.4,aucun,0.0,0.0,1.0
V10603,VL,19105.0,59.7,3.0,1.0,254.0,urbain,18.1,faible,0.0,,0.0
V10604,VL,6.0,39.7,1.0,1.0,222.0,rural,17.0,aucun,1.0,0.0,1.0
V10605,VL,35782.0,80.6,4.0,,123.0,urbain,24.9,aucun,0.0,0.0,0.0
V10606,VL,2399.0,65.6,1.0,0.0,159.0,autoroute,24.4,,1.0,0.0,0.0
V10607,VL,16159.0,60.4,2.0,,95.0,autoroute,18.4,aucun,0.0,0.0,0.0
V10608,VL,61375.0,35.6,6.0,0.0,106.0,autoroute,10.0,faible,1.0,0.0,0.0
V10609,VUL,3237.0,,1.0,1.0,119.0,urbain,22.4,élevé,0.0,0.0,1.0
V10610,VL,91422.0,76.6,10.0,1.0,,urbain,24.4,faible,0.0,1.0,1.0
V10611,VUL,191.0,46.2,1.0,2.0,102.0,urbain,25.8,aucun,0.0,0.0,1.0
V10612,VUL,14172.0,85.0,,1.0,165.0,rural,22.8,aucun,0.0,1.0,0.0
V10613,VL,67527.0,47.6,7.0,2.0,,rural,17.8,faible,1.0,0.0,0.0
V10614,PL,19009.0,40.4,3.0,2.0,31.0,urbain,28.0,aucun,0.0,0.0,0.0
V10615,PL,5373.0,41.0,1.0,3.0,65.0,autoroute,20.5,aucun,0.0,0.0,0.0
V10616,VL,22332.0,15.7,3.0,0.0,178.0,urbain,16.3,élevé,0.0,0.0,1.0
V10617,VL,15762.0,71.8,,0.0,266.0,urbain,18.6,aucun,0.0,0.0,0.0
V10618,,92483.0,14.2,10.0,0.0,36.0,urbain,6.0,aucun,0.0,0.0,1.0
V10619,VUL,18796.0,29.3,2.0,1.0,,urbain,18.5,aucun,0.0,0.0,1.0
V10620,VL,77778.0,8.1,8.0,0.0,357.0,urbain,25.5,aucun,0.0,0.0,0.0
V10621,VL,111222.0,57.8,11.0,0.0,48.0,rural,,aucun,0.0,0.0,
V10622,VL,28441.0,56.2,2.0,0.0,274.0,urbain,32.2,,0.0,,
V10623,VL,120365.0,51.8,12.0,1.0,167.0,urbain,17.9,aucun,0.0,0.0,1.0
V10624,VUL,23685.0,,2.0,2.0,,autoroute,23.9,aucun,0.0,,0.0
V10625,VL,166320.0,30.7,19.0,1.0,132.0,urbain,26.3,faible,0.0,0.0,1.0
V10626,VL,4676.0,71.6,,0.0,297.0,rural,38.7,,0.0,0.0,1.0
V10627,VUL,58080.0,46.2,6.0,2.0,,urbain,21.2,aucun,1.0,,1.0
V10628,VL,34042.0,67.9,,,175.0,rural,11.6,aucun,0.0,0.0,1.0
V10629,VL,24522.0,37.9,3.0,0.0,390.0,autoroute,26.8,faible,1.0,,0.0
V10630,VUL,50080.0,64.5,,1.0,10.0,urbain,34.9,aucun,0.0,0.0,0.0
V10631,PL,60845.0,92.6,6.0,2.0,200.0,rural,17.4,aucun,0.0,0.0,1.0
V10632,VL,218.0,74.7,1.0,0.0,296.0,autoroute,,aucun,0.0,0.0,1.0
V10633,VL,9133.0,49.7,1.0,2.0,2.0,rural,29.8,aucun,,0.0,0.0
V10634,VL,62421.0,66.4,7.0,0.0,213.0,urbain,28.1,aucun,0.0,0.0,0.0
V10635,VL,54888.0,54.0,5.0,0.0,295.0,urbain,21.0,aucun,0.0,0.0,1.0
V10636,VL,169139.0,60.2,16.0,1.0,306.0,rural,,aucun,1.0,,0.0
V10637,VL,71572.0,51.9,7.0,,31.0,autoroute,19.3,aucun,0.0,0.0,1.0
V10638,VL,150565.0,55.9,15.0,1.0,47.0,urbain,23.7,aucun,0.0,0.0,0.0
V10639,VL,60623.0,65.3,7.0,0.0,326.0,urbain,27.3,aucun,0.0,0.0,0.0
V10640,VL,17694.0,35.2,1.0,0.0,,urbain,22.7,aucun,1.0,0.0,0.0
V10641,VL,,34.6,0.0,0.0,198.0,urbain,17.0,élevé,0.0,0.0,1.0
V10642,VL,76122.0,25.3,9.0,1.0,88.0,urbain,24.4,faible,0.0,0.0,0.0
V10643,VL,51662.0,20.0,5.0,0.0,108.0,urbain,26.9,élevé,0.0,0.0,0.0
V10644,VL,2469.0,29.6,0.0,1.0,290.0,urbain,23.0,aucun,0.0,0.0,1.0
V10645,PL,,64.0,2.0,2.0,107.0,urbain,13.3,aucun,0.0,0.0,0.0
V10646,VL,157095.0,37.7,15.0,1.0,39.0,autoroute,18.5,aucun,0.0,0.0,0.0
V10647,VUL,34697.0,72.8,,1.0,51.0,urbain,27.6,aucun,,0.0,0.0
V10648,VUL,28345.0,60.9,3.0,0.0,111.0,urbain,8.9,aucun,0.0,0.0,0.0
V10649,VL,30596.0,10.8,6.0,0.0,294.0,urbain,3.3,aucun,1.0,0.0,0.0
V10650,VL,11715.0,76.4,2.0,0.0,67.0,autoroute,32.1,aucun,0.0,0.0,0.0
V10651,VL,22999.0,80.3,3.0,0.0,188.0,autoroute,24.1,aucun,1.0,,0.0
V10652,VL,23086.0,35.2,4.0,1.0,331.0,autoroute,24.9,aucun,0.0,0.0,0.0
V10653,VUL,2688.0,70.5,1.0,0.0,208.0,urbain,11.4,aucun,0.0,0.0,0.0
V10654,VL,72957.0,38.6,7.0,0.0,64.0,autoroute,25.9,aucun,0.0,0.0,1.0
V10655,VL,26935.0,62.4,3.0,3.0,61.0,urbain,22.2,aucun,0.0,0.0,
V10656,VL,86349.0,28.4,9.0,0.0,,urbain,7.3,élevé,1.0,0.0,1.0
V10657,VL,94972.0,15.2,10.0,0.0,133.0,rural,31.4,aucun,0.0,0.0,1.0
V10658,VUL,11912.0,50.4,2.0,1.0,121.0,autoroute,,aucun,0.0,0.0,0.0
V10659,VL,53552.0,56.9,7.0,0.0,330.0,autoroute,16.8,faible,1.0,0.0,1.0
V10660,VL,31959.0,50.1,3.0,0.0,170.0,autoroute,17.0,aucun,0.0,0.0,0.0
V10661,,106078.0,30.4,12.0,4.0,209.0,autoroute,3.9,aucun,0.0,0.0,1.0
V10662,VUL,12150.0,50.0,,0.0,295.0,urbain,24.7,aucun,0.0,,1.0
V10663,,56631.0,66.7,5.0,0.0,88.0,urbain,22.1,aucun,,0.0,1.0
V10664,,46793.0,58.9,4.0,0.0,166.0,urbain,18.4,aucun,0.0,0.0,0.0
V10665,VL,17499.0,64.6,3.0,0.0,27.0,autoroute,30.2,aucun,0.0,0.0,1.0
V10666,VL,7343.0,43.2,1.0,1.0,237.0,urbain,8.9,aucun,0.0,0.0,1.0
V10667,VL,52725.0,89.3,6.0,1.0,335.0,autoroute,15.2,faible,0.0,0.0,0.0
V10668,VL,67084.0,30.6,6.0,0.0,62.0,urbain,13.2,aucun,0.0,0.0,1.0
V10669,VL,18962.0,72.2,1.0,1.0,254.0,urbain,17.8,aucun,0.0,0.0,1.0
V10670,VL,51758.0,,5.0,2.0,395.0,urbain,20.5,aucun,0.0,0.0,0.0
V10671,PL,25137.0,72.0,2.0,3.0,40.0,urbain,23.4,aucun,0.0,0.0,1.0
V10672,VL,62449.0,54.9,6.0,2.0,28.0,autoroute,17.2,faible,0.0,0.0,1.0
V10673,VL,11108.0,46.8,2.0,1.0,278.0,urbain,13.0,,0.0,0.0,0.0
V10674,VL,110461.0,85.9,12.0,1.0,79.0,urbain,33.5,faible,0.0,0.0,1.0
V10675,PL,16942.0,24.4,1.0,1.0,50.0,urbain,39.3,aucun,0.0,0.0,0.0
V10676,VL,22926.0,35.7,2.0,0.0,111.0,urbain,21.1,faible,0.0,0.0,0.0
V10677,VL,2992.0,50.1,0.0,1.0,360.0,urbain,13.9,aucun,0.0,1.0,0.0
V10678,PL,5911.0,90.9,1.0,0.0,300.0,urbain,31.8,aucun,1.0,0.0,1.0
V10679,PL,36269.0,69.5,6.0,1.0,89.0,autoroute,,faible,,0.0,0.0
V10680,,15570.0,35.8,2.0,0.0,228.0,urbain,17.3,faible,0.0,,0.0
V10681,VL,90236.0,52.2,10.0,0.0,149.0,urbain,14.4,aucun,1.0,1.0,0.0
V10682,VL,,44.6,0.0,0.0,242.0,rural,10.7,élevé,0.0,0.0,0.0
V10683,VUL,23828.0,42.3,3.0,0.0,137.0,urbain,17.8,,0.0,0.0,0.0
V10684,PL,20575.0,84.5,3.0,1.0,134.0,urbain,13.1,aucun,0.0,0.0,0.0
V10685,VL,975.0,25.7,1.0,1.0,88.0,rural,20.1,aucun,0.0,0.0,0.0
V10686,VL,6640.0,100.2,1.0,0.0,14.0,urbain,20.2,faible,0.0,0.0,1.0
V10687,VL,26691.0,,3.0,1.0,332.0,rural,15.0,élevé,0.0,0.0,1.0
V10688,VUL,33948.0,87.3,5.0,1.0,361.0,urbain,17.0,aucun,0.0,0.0,0.0
V10689,VL,25900.0,48.4,4.0,1.0,173.0,autoroute,18.2,aucun,1.0,1.0,0.0
V10690,VL,37850.0,56.3,4.0,1.0,89.0,autoroute,26.5,aucun,1.0,0.0,1.0
V10691,VL,45209.0,24.2,6.0,0.0,212.0,,,aucun,0.0,0.0,1.0
V10692,VL,498.0,46.9,0.0,0.0,342.0,urbain,26.6,aucun,0.0,0.0,0.0
V10693,,31189.0,,4.0,2.0,60.0,urbain,24.7,aucun,0.0,0.0,1.0
V10694,VL,165521.0,92.4,17.0,0.0,363.0,urbain,24.6,aucun,0.0,0.0,1.0
V10695,,36597.0,32.3,,0.0,219.0,autoroute,31.1,aucun,1.0,0.0,0.0
V10696,VL,56589.0,50.9,7.0,0.0,60.0,,11.0,aucun,0.0,1.0,1.0
V10697,VL,18688.0,56.2,2.0,,306.0,urbain,16.2,faible,0.0,,0.0
V10698,VL,74359.0,25.1,7.0,0.0,165.0,rural,34.1,,0.0,0.0,0.0
V10699,VL,74122.0,74.8,7.0,3.0,11.0,urbain,17.9,aucun,0.0,0.0,0.0
V10700,VL,36833.0,41.9,4.0,1.0,215.0,rural,-2.5,aucun,,0.0,0.0
V10701,VL,186513.0,55.1,18.0,0.0,76.0,autoroute,,aucun,0.0,0.0,0.0
V10702,VL,6708.0,48.7,1.0,1.0,231.0,rural,21.1,aucun,,0.0,0.0
V10703,VL,854.0,40.3,1.0,0.0,111.0,urbain,-0.9,aucun,0.0,0.0,0.0
V10704,VL,73518.0,59.8,7.0,0.0,65.0,rural,30.7,élevé,1.0,0.0,0.0
V10705,PL,82293.0,54.6,,0.0,181.0,urbain,14.3,aucun,0.0,0.0,1.0
V10706,VL,6403.0,50.7,3.0,1.0,203.0,rural,22.6,aucun,0.0,0.0,0.0
V10707,VUL,15433.0,41.8,4.0,0.0,,urbain,18.2,aucun,0.0,0.0,1.0
V10708,VL,885.0,68.0,0.0,0.0,205.0,urbain,9.7,aucun,0.0,0.0,0.0
V10709,VUL,17358.0,101.3,1.0,1.0,285.0,autoroute,11.4,élevé,0.0,1.0,1.0
V10710,VUL,74171.0,63.5,8.0,1.0,104.0,autoroute,12.5,élevé,0.0,0.0,1.0
V10711,VL,36486.0,84.9,3.0,0.0,241.0,urbain,28.7,aucun,0.0,1.0,0.0
V10712,VL,21392.0,25.2,,0.0,234.0,autoroute,18.8,aucun,0.0,0.0,0.0
V10713,VL,23240.0,63.9,4.0,1.0,175.0,rural,15.8,faible,0.0,,0.0
V10714,VL,67.0,32.6,1.0,0.0,210.0,autoroute,12.5,aucun,0.0,,0.0
V10715,PL,,23.1,4.0,1.0,30.0,autoroute,29.6,faible,0.0,1.0,0.0
V10716,VUL,51987.0,41.5,6.0,0.0,234.0,urbain,31.7,faible,0.0,1.0,0.0
V10717,PL,182858.0,89.8,19.0,1.0,241.0,autoroute,29.5,aucun,0.0,0.0,1.0
V10718,VL,93885.0,83.8,11.0,1.0,152.0,urbain,23.9,élevé,0.0,0.0,0.0
V10719,VUL,,66.1,1.0,1.0,195.0,urbain,22.3,,0.0,0.0,1.0
V10720,PL,114414.0,21.7,11.0,1.0,268.0,rural,10.3,élevé,0.0,0.0,1.0
V10721,VL,,55.1,8.0,0.0,383.0,autoroute,18.0,,0.0,1.0,0.0
V10722,VL,75791.0,67.5,7.0,0.0,169.0,autoroute,14.5,aucun,0.0,0.0,0.0
V10723,VUL,30624.0,64.4,4.0,2.0,356.0,rural,5.4,aucun,0.0,0.0,0.0
V10724,VL,25375.0,13.9,2.0,0.0,322.0,rural,28.5,aucun,1.0,0.0,1.0
V10725,VUL,18042.0,37.7,1.0,0.0,335.0,urbain,14.4,aucun,0.0,0.0,1.0
V10726,VL,3397.0,58.4,0.0,0.0,231.0,autoroute,29.6,aucun,0.0,0.0,0.0
V10727,VUL,12953.0,73.4,4.0,0.0,183.0,urbain,27.1,aucun,0.0,,0.0
V10728,VL,14158.0,5.1,1.0,,358.0,autoroute,24.5,aucun,0.0,0.0,0.0
V10729,VL,33089.0,55.9,5.0,2.0,,rural,24.9,aucun,0.0,0.0,1.0
V10730,VL,68806.0,63.6,9.0,0.0,398.0,rural,15.1,aucun,1.0,0.0,0.0
V10731,VUL,32104.0,81.2,3.0,0.0,31.0,urbain,34.9,faible,0.0,0.0,0.0
V10732,VUL,2979.0,77.3,0.0,3.0,176.0,autoroute,20.3,aucun,0.0,0.0,0.0
V10733,VL,158254.0,,16.0,1.0,64.0,rural,22.4,aucun,0.0,0.0,0.0
V10734,VL,142993.0,40.0,15.0,1.0,197.0,autoroute,,élevé,0.0,0.0,0.0
V10735,PL,,12.3,8.0,2.0,26.0,urbain,12.6,aucun,0.0,0.0,0.0
V10736,VL,237382.0,50.2,,0.0,150.0,rural,23.8,aucun,0.0,0.0,1.0
V10737,VUL,39316.0,,3.0,0.0,302.0,autoroute,21.7,faible,1.0,0.0,0.0
V10738,VL,,94.8,16.0,0.0,267.0,autoroute,13.7,faible,1.0,0.0,0.0
V10739,VL,3930.0,77.8,0.0,0.0,84.0,autoroute,8.5,,0.0,0.0,1.0
V10740,VL,22760.0,70.7,2.0,0.0,65.0,urbain,9.8,élevé,0.0,1.0,1.0
V10741,VL,12769.0,69.5,1.0,0.0,132.0,urbain,29.6,élevé,0.0,0.0,0.0
V10742,VUL,10897.0,46.1,3.0,0.0,392.0,urbain,15.1,aucun,0.0,0.0,
V10743,VL,7587.0,56.7,2.0,1.0,365.0,urbain,17.3,aucun,0.0,0.0,0.0
V10744,VL,48697.0,101.7,6.0,0.0,81.0,autoroute,,aucun,0.0,0.0,0.0
V10745,PL,76007.0,36.4,8.0,3.0,380.0,urbain,11.0,aucun,0.0,0.0,0.0
V10746,VL,43172.0,100.4,5.0,1.0,318.0,urbain,14.2,aucun,0.0,0.0,1.0
V10747,VL,7947.0,51.9,2.0,1.0,327.0,urbain,13.8,faible,0.0,0.0,0.0
V10748,PL,83333.0,93.1,8.0,3.0,97.0,rural,32.9,aucun,0.0,0.0,
V10749,VUL,50523.0,24.8,7.0,1.0,72.0,urbain,35.9,aucun,0.0,0.0,1.0
V10750,VL,24564.0,74.6,3.0,0.0,326.0,urbain,26.0,aucun,0.0,0.0,0.0
V10751,PL,56062.0,41.6,8.0,1.0,29.0,urbain,26.3,aucun,0.0,0.0,1.0
V10752,VUL,15048.0,24.6,2.0,0.0,124.0,urbain,15.4,aucun,0.0,0.0,0.0
V10753,VL,21170.0,65.5,3.0,1.0,209.0,,35.6,aucun,0.0,0.0,0.0
V10754,VL,124739.0,85.2,12.0,0.0,271.0,urbain,22.1,aucun,1.0,0.0,0.0
V10755,VUL,17160.0,,3.0,0.0,212.0,rural,26.8,faible,0.0,0.0,1.0
V10756,VUL,31742.0,22.5,4.0,0.0,132.0,autoroute,19.2,aucun,0.0,0.0,0.0
V10757,VL,110427.0,,11.0,0.0,156.0,autoroute,17.9,aucun,0.0,0.0,0.0
V10758,PL,61502.0,57.8,7.0,1.0,46.0,autoroute,33.3,aucun,0.0,0.0,1.0
V10759,VUL,3211.0,73.7,0.0,2.0,356.0,autoroute,24.3,,0.0,1.0,0.0
V10760,VL,7967.0,83.7,1.0,1.0,362.0,urbain,31.6,aucun,0.0,1.0,
V10761,VL,393.0,58.5,2.0,0.0,381.0,rural,22.0,aucun,0.0,0.0,
V10762,VL,49837.0,106.4,,0.0,21.0,urbain,13.2,faible,,0.0,0.0
V10763,VUL,29680.0,65.6,3.0,2.0,82.0,urbain,15.3,aucun,1.0,0.0,1.0
V10764,VL,7209.0,51.3,0.0,0.0,233.0,autoroute,20.8,aucun,0.0,,1.0
V10765,VL,158425.0,19.7,16.0,0.0,59.0,rural,15.0,aucun,0.0,0.0,1.0
V10766,VUL,37714.0,53.4,,0.0,187.0,autoroute,11.1,élevé,0.0,0.0,1.0
V10767,PL,13846.0,51.6,1.0,1.0,,autoroute,29.6,aucun,0.0,0.0,0.0
V10768,VL,34717.0,84.0,3.0,1.0,258.0,urbain,15.6,faible,0.0,0.0,1.0
V10769,VUL,56912.0,71.6,8.0,2.0,161.0,autoroute,21.1,aucun,0.0,0.0,
V10770,VL,,30.5,0.0,2.0,300.0,urbain,22.4,aucun,,0.0,1.0
V10771,VUL,16058.0,64.3,1.0,0.0,305.0,urbain,15.3,,0.0,0.0,0.0
V10772,VL,82244.0,76.8,9.0,1.0,1.0,autoroute,31.6,faible,0.0,0.0,1.0
V10773,VL,30778.0,98.2,4.0,0.0,270.0,,11.1,aucun,0.0,0.0,0.0
V10774,VUL,39546.0,82.2,4.0,0.0,,autoroute,22.1,aucun,0.0,0.0,0.0
V10775,VL,28353.0,79.0,,3.0,187.0,rural,22.0,aucun,0.0,0.0,0.0
V10776,VL,2244.0,61.5,1.0,0.0,351.0,urbain,19.6,aucun,0.0,,1.0
V10777,VUL,,69.7,1.0,1.0,340.0,autoroute,9.6,,0.0,0.0,0.0
V10778,VUL,29488.0,91.2,3.0,,223.0,rural,27.0,aucun,0.0,0.0,1.0
V10779,VUL,11734.0,26.7,4.0,,366.0,urbain,25.9,aucun,0.0,0.0,1.0
V10780,VUL,2563.0,,1.0,,179.0,urbain,,faible,0.0,0.0,1.0
V10781,VL,92782.0,40.7,10.0,1.0,22.0,autoroute,25.7,aucun,1.0,0.0,1.0
V10782,VL,198675.0,69.5,19.0,2.0,354.0,urbain,23.0,aucun,0.0,0.0,
V10783,VL,78786.0,90.8,7.0,2.0,36.0,autoroute,9.8,faible,1.0,0.0,0.0
V10784,VL,96133.0,45.1,9.0,1.0,106.0,urbain,13.2,aucun,0.0,0.0,0.0
V10785,PL,13852.0,0.2,1.0,,296.0,rural,29.1,aucun,0.0,0.0,1.0
V10786,VL,161733.0,49.7,19.0,0.0,228.0,autoroute,22.5,aucun,0.0,0.0,
V10787,VL,10965.0,82.8,1.0,0.0,312.0,urbain,15.5,aucun,0.0,0.0,0.0
V10788,,151237.0,73.4,,,96.0,rural,13.1,aucun,1.0,0.0,1.0
V10789,PL,263140.0,70.7,28.0,0.0,280.0,autoroute,15.9,aucun,0.0,0.0,1.0
V10790,VL,62191.0,53.0,7.0,3.0,109.0,autoroute,16.4,élevé,0.0,0.0,1.0
V10791,VL,198545.0,28.0,19.0,0.0,36.0,rural,13.2,élevé,0.0,0.0,1.0
V10792,VL,42145.0,72.9,5.0,0.0,39.0,rural,6.1,faible,0.0,0.0,1.0
V10793,VUL,15024.0,39.1,,1.0,84.0,autoroute,29.1,aucun,1.0,0.0,0.0
V10794,VL,28723.0,114.6,2.0,,301.0,autoroute,27.8,élevé,0.0,0.0,1.0
V10795,PL,45016.0,74.3,6.0,1.0,187.0,autoroute,,aucun,0.0,,1.0
V10796,PL,3794.0,45.5,1.0,4.0,239.0,urbain,21.1,aucun,0.0,0.0,1.0
V10797,VL,48688.0,44.7,6.0,1.0,357.0,autoroute,12.8,faible,,0.0,
V10798,VUL,198636.0,57.7,21.0,0.0,353.0,urbain,17.9,aucun,0.0,0.0,1.0
V10799,PL,10542.0,54.0,1.0,0.0,18.0,urbain,17.2,aucun,,0.0,0.0
V10800,VUL,78654.0,87.9,8.0,0.0,346.0,urbain,16.6,faible,0.0,0.0,0.0
V10801,VL,119243.0,64.7,11.0,1.0,392.0,urbain,36.0,,0.0,1.0,0.0
V10802,,,41.7,15.0,0.0,324.0,urbain,16.5,aucun,0.0,0.0,0.0
V10803,VUL,161113.0,107.3,17.0,0.0,260.0,urbain,13.5,aucun,0.0,0.0,1.0
V10804,VL,36850.0,,4.0,1.0,157.0,urbain,13.9,élevé,0.0,0.0,0.0
V10805,VUL,189286.0,79.2,18.0,1.0,,rural,28.4,aucun,0.0,0.0,1.0
V10806,PL,70798.0,44.8,,0.0,111.0,urbain,6.8,aucun,0.0,0.0,0.0
V10807,PL,8817.0,69.1,2.0,1.0,143.0,urbain,13.9,aucun,0.0,0.0,0.0
V10808,VL,32399.0,67.8,6.0,0.0,,urbain,31.6,aucun,0.0,0.0,1.0
V10809,VL,63351.0,12.8,7.0,0.0,17.0,urbain,22.0,élevé,0.0,0.0,0.0
V10810,PL,14207.0,110.4,3.0,2.0,183.0,urbain,21.5,aucun,0.0,0.0,1.0
V10811,VUL,51168.0,92.3,5.0,0.0,286.0,rural,37.1,aucun,0.0,0.0,0.0
V10812,VL,54920.0,50.1,5.0,2.0,384.0,autoroute,22.0,aucun,0.0,0.0,1.0
V10813,PL,8878.0,32.4,2.0,3.0,130.0,autoroute,14.3,,1.0,0.0,
V10814,PL,,68.7,5.0,,280.0,autoroute,17.7,aucun,,0.0,1.0
V10815,VL,73838.0,62.2,7.0,2.0,244.0,urbain,,aucun,0.0,,0.0
V10816,VL,34547.0,68.9,4.0,5.0,7.0,urbain,,aucun,0.0,0.0,0.0
V10817,VL,608.0,64.8,0.0,2.0,192.0,urbain,24.6,aucun,,0.0,0.0
V10818,VL,453.0,72.7,2.0,0.0,317.0,autoroute,29.0,élevé,0.0,0.0,1.0
V10819,VL,22082.0,96.2,4.0,1.0,390.0,urbain,29.7,élevé,0.0,0.0,1.0
V10820,VUL,130315.0,74.2,14.0,1.0,6.0,rural,16.7,élevé,0.0,1.0,1.0
V10821,VL,12982.0,33.8,2.0,0.0,135.0,urbain,12.4,élevé,0.0,0.0,0.0
V10822,VL,50305.0,94.1,6.0,0.0,18.0,,19.6,faible,0.0,0.0,0.0
V10823,VL,12556.0,101.0,2.0,0.0,138.0,autoroute,13.0,aucun,0.0,1.0,0.0
